cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hapcl_c,hprecalc13,hprecalc13_c,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,hacadpr13,hacadpr13_c,tcare,tcare_c,firstgen,re_all,living18,sex,StemMaj,StemMaj_c,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,id,DE_group_temp,hdc17,DC_student
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,11,0.6000000000000001,1.6,1,1,2,3,3,4,3,4,2,2,2,2,3,3,2,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,569,1,1,0
0,7,0.47299999999999986,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,13,10.0504,1,Asian,Off-campus (rent/apartment),Male,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,29,2.4,3.4,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,570,1,1,0
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Female,1,0.7518,1,0,0.0,-0.5745506169396439,-0.0,-15,-2.0,-1.0,2,2,2,3,2,4,2,3,3,3,3,3,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,,571,1,3,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,0,-9.7624,0,-2.9496,0,White,Off-campus (rent/apartment),Male,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,12,0.7,1.7,3,3,3,3,3,2,2,3,2,2,3,2,2,2,2,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,572,1,3,1
1,7,0.47299999999999986,7,8,1.9551999999999996,0,0,-0.2468,1,0.6564,6,1.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,8,5.0504,1,Asian,With family (commuting),Female,1,0.7518,22,1,1.0724172704372577,0.4978666534976137,0.4978666534976137,-9,-1.4,-0.4,3,4,4,3,3,3,2,3,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,5.0,573,2,4,1
0,6,-0.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,30,1,1.8459153447382572,1.2713647277986133,1.2713647277986133,-13,-1.8,-0.8,2,2,2,4,4,4,3,4,4,4,3,3,4,2,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,574,2,5,1
0,8,1.4729999999999999,7,7,0.9551999999999996,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,White,Off-campus (rent/apartment),Female,0,-0.2482,41,1,2.9147933973223177,2.340242780382674,2.340242780382674,27,2.2,3.2,1,2,1,2,2,2,2,3,1,1,2,2,1,2,2,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,575,2,4,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,1,0.7532,1,0.6564,4,-0.48800000000000043,4,1.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,19,1,0.7930287412244237,0.21847812428477975,0.21847812428477975,10,0.5,1.5,2,3,3,3,3,3,3,2,3,4,4,3,4,4,3,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,576,2,5,1
1,7,0.47299999999999986,6,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,13,10.0504,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,33,2.8,3.8,3,4,3,4,4,3,4,4,2,1,2,2,1,4,4,4.0,3.0,3.0,,3.0,4.0,3.0,2.0,3.0,3.0,3.0,577,0,1,0
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,27,2.2,3.2,3,4,4,4,4,4,3,4,2,2,2,2,2,4,4,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,578,1,3,1
1,7,0.47299999999999986,7,7,0.9551999999999996,1,1,0.7532,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,0,White,On-campus (residence hall),Female,1,0.7518,1,0,0.0,-0.5745506169396439,-0.0,-14,-1.9,-0.8999999999999999,3,4,4,3,3,3,3,3,3,3,4,3,2,3,3,3.0,,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,579,1,1,0
0,8,1.4729999999999999,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,28,18.2376,0,-2.9496,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,0,-0.2482,74,1,6.209172821978731,5.634622205039087,5.634622205039087,-7,-1.2,-0.19999999999999996,3,3,3,3,3,3,4,4,3,3,3,3,3,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,580,2,4,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,1,0.7532,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,18,8.2376,0,-2.9496,1,White,With family (commuting),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-6,-1.1,-0.09999999999999998,2,3,3,4,4,3,3,4,4,3,3,3,2,3,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,581,1,1,0
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,White,With family (commuting),Male,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,0,-0.5,0.5,3,3,3,4,4,3,4,3,2,2,2,2,2,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,582,1,3,1
0,6,-0.5270000000000001,7,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,35,25.2376,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,30,2.5,3.5,2,2,2,3,3,3,2,3,2,2,2,2,3,3,3,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,583,1,1,0
1,8,1.4729999999999999,7,8,1.9551999999999996,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,1,-1.3010000000000002,13,3.2376000000000005,0,-2.9496,1,Asian,Off-campus (rent/apartment),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,-8,-1.3,-0.30000000000000004,2,2,2,3,4,4,4,3,2,3,3,3,3,1,2,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,584,0,1,0
1,8,1.4729999999999999,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,7,2.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,18,15.0504,0,White,With family (commuting),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,-1,-0.6,0.4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,6.0,5.0,585,0,1,0
1,5,-1.5270000000000001,6,5,-1.0448000000000004,1,1,0.7532,1,0.6564,2,-2.4880000000000004,1,-1.3010000000000002,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,22,1,1.035758052505758,0.461207435566114,0.461207435566114,34,2.9,3.9,3,2,3,3,3,4,4,4,3,3,4,2,3,3,3,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,586,2,4,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,23,13.2376,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,1,0,0.0,-0.5745506169396439,-0.0,5,0.0,1.0,2,2,2,3,3,3,3,3,3,3,2,3,3,3,4,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,587,1,3,1
1,6,-0.5270000000000001,6,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,5,0.5119999999999996,1,-1.3010000000000002,8,-1.7623999999999995,0,-2.9496,1,Other/Multiracial/Unknown,With family (commuting),Male,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,6,0.09999999999999998,1.1,2,2,1,2,2,3,2,2,3,3,3,3,3,4,4,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,6.0,6.0,588,1,2,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,4,1.6989999999999998,18,8.2376,0,-2.9496,0,White,On-campus (residence hall),Male,0,-0.2482,43,1,3.1237651614827135,2.5492145445430694,2.5492145445430694,2,-0.3,0.7,3,4,3,2,2,2,2,3,4,2,3,3,4,3,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,,589,2,6,1
0,7,0.47299999999999986,7,6,-0.044800000000000395,0,1,0.7532,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,18,8.2376,0,-2.9496,0,White,With family (commuting),Female,0,-0.2482,32,1,2.0966367543778928,1.5220861374382488,1.5220861374382488,28,2.3,3.3,4,4,3,4,3,3,4,3,4,3,4,3,3,3,3,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,6.0,6.0,590,2,7,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,23,20.0504,0,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,-10,-1.5,-0.5,3,3,3,4,4,4,4,4,3,2,3,3,2,2,2,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,591,1,3,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,29,2.4,3.4,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,4.0,4.0,4.0,4.0,,5.0,,5.0,5.0,5.0,5.0,592,0,1,0
0,5,-1.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,0,-9.7624,3,0.05039999999999978,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,33,1,2.1962491227164818,1.6216985057768378,1.6216985057768378,-10,-1.5,-0.5,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,6.0,,6.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,593,2,6,1
1,6,-0.5270000000000001,6,6,-0.044800000000000395,0,1,0.7532,1,0.6564,5,0.5119999999999996,1,-1.3010000000000002,8,-1.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,On-campus (residence hall),Male,1,0.7518,10,0,0.0,-0.5745506169396439,-0.0,-2,-0.7,0.3,3,3,3,2,4,3,3,3,3,3,3,3,2,3,3,3.0,3.0,4.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,5.0,594,1,2,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,3,-6.7623999999999995,23,20.0504,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,6,0.09999999999999998,1.1,3,3,3,3,4,3,3,3,2,2,2,2,2,3,3,3.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,595,1,1,0
1,6,-0.5270000000000001,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,18,8.2376,13,10.0504,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,29,1,1.7558325266795252,1.1812819097398812,1.1812819097398812,2,-0.3,0.7,3,3,4,2,2,2,2,3,3,3,2,2,2,2,2,4.0,5.0,,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,596,2,7,1
0,6,-0.5270000000000001,6,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,3,-1.4880000000000004,2,-0.30100000000000016,3,-6.7623999999999995,3,0.05039999999999978,1,Other/Multiracial/Unknown,With family (commuting),Male,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,15,1.0,2.0,3,3,3,3,4,4,3,3,2,2,2,2,3,3,3,3.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,597,1,2,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,4,1.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Asian,With family (commuting),Male,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,11,0.6000000000000001,1.6,3,4,3,4,4,4,4,4,4,3,3,3,4,3,4,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,598,1,1,0
0,7,0.47299999999999986,7,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,7,2.5119999999999996,4,1.6989999999999998,18,8.2376,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,-1,-0.6,0.4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,4.0,4.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,7.0,599,1,1,0
0,7,0.47299999999999986,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,4,1.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,4,0,0.0,-0.5745506169396439,-0.0,-3,-0.8,0.2,2,3,3,4,3,3,3,3,2,2,1,2,2,3,2,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,600,1,1,0
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,35,25.2376,0,-2.9496,1,Asian,With family (commuting),Male,0,-0.2482,15,1,0.3593269045464167,-0.21522371239322724,-0.21522371239322724,28,2.3,3.3,2,2,3,4,4,4,3,4,2,3,4,3,2,2,3,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,601,2,4,1
1,8,1.4729999999999999,7,7,0.9551999999999996,1,1,0.7532,0,-0.3436,3,-1.4880000000000004,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,5,0.0,1.0,3,3,2,3,3,4,4,3,4,4,3,3,4,3,3,2.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,602,1,3,1
1,5,-1.5270000000000001,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,18,8.2376,8,5.0504,0,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,16,1,0.41443432371057015,-0.16011629322907378,-0.16011629322907378,1,-0.4,0.6,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,4.0,3.0,3.0,4.0,,4.0,4.0,6.0,5.0,5.0,5.0,603,2,5,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,8,-1.7623999999999995,8,5.0504,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,14,0.8999999999999999,1.9,3,3,3,3,3,4,3,4,2,3,2,3,3,3,3,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,3.0,4.0,604,1,1,0
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,28,1,1.642796355096459,1.0682457381568151,1.0682457381568151,-10,-1.5,-0.5,4,3,4,2,3,2,2,3,3,3,3,3,3,4,3,4.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,6.0,6.0,6.0,605,2,4,1
0,7,0.47299999999999986,7,8,1.9551999999999996,1,1,0.7532,1,0.6564,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Black/African American,On-campus (residence hall),Female,1,0.7518,10,0,0.0,-0.5745506169396439,-0.0,-9,-1.4,-0.4,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,4.0,3.0,3.0,3.0,,3.0,6.0,6.0,6.0,6.0,6.0,606,1,1,0
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,5,0.5119999999999996,4,1.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Asian,With family (commuting),Female,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,-6,-1.1,-0.09999999999999998,2,3,2,3,3,4,4,4,2,2,2,2,2,3,3,4.0,,4.0,4.0,4.0,,5.0,,6.0,5.0,5.0,607,1,1,0
1,6,-0.5270000000000001,6,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,23,13.2376,0,-2.9496,0,White,With family (commuting),Female,0,-0.2482,18,1,0.6408519127260778,0.06630129578643384,0.06630129578643384,24,1.9,2.9,3,3,4,3,3,3,3,3,3,4,3,3,3,4,4,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,,4.0,608,2,7,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,35,25.2376,3,0.05039999999999978,1,Asian,Off-campus (rent/apartment),Male,1,0.7518,9,0,0.0,-0.5745506169396439,-0.0,17,1.2,2.2,3,4,3,2,2,2,2,2,3,3,3,2,3,4,3,3.0,3.0,3.0,,2.0,3.0,7.0,6.0,6.0,6.0,6.0,609,1,2,1
1,5,-1.5270000000000001,6,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,7,2.5119999999999996,4,1.6989999999999998,8,-1.7623999999999995,8,5.0504,0,Asian,Off-campus (rent/apartment),Female,0,-0.2482,30,1,1.854668070038019,1.280117453098375,1.280117453098375,21,1.6,2.6,1,1,1,3,3,3,3,3,2,3,1,1,1,2,2,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,610,2,5,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,1,-1.3010000000000002,23,13.2376,0,-2.9496,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,-8,-1.3,-0.30000000000000004,2,2,1,3,3,2,3,3,3,3,3,3,4,3,3,4.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,611,1,2,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,1,0.7532,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,36,1,2.447618298320356,1.873067681380712,1.873067681380712,5,0.0,1.0,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,4.0,4.0,,4.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,612,2,7,1
0,7,0.47299999999999986,7,8,1.9551999999999996,1,0,-0.2468,1,0.6564,3,-1.4880000000000004,3,0.6989999999999998,18,8.2376,0,-2.9496,0,Asian,With family (commuting),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-7,-1.2,-0.19999999999999996,2,3,3,3,3,3,3,2,4,3,3,4,4,3,3,3.0,3.0,3.0,,3.0,4.0,5.0,6.0,6.0,6.0,6.0,613,1,1,0
1,7,0.47299999999999986,6,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,13,3.2376000000000005,23,20.0504,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,9,0.4,1.4,2,2,2,3,4,3,3,3,4,4,3,4,3,2,2,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,614,1,2,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,-1,-0.6,0.4,3,4,4,3,4,3,3,3,3,3,3,3,4,3,2,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,615,1,1,0
0,6,-0.5270000000000001,6,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,18,8.2376,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,31,1,1.9648651866841966,1.3903145697445527,1.3903145697445527,-14,-1.9,-0.8999999999999999,4,4,3,3,3,3,3,2,3,4,3,4,3,4,4,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,616,2,4,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,1,0.7532,1,0.6564,6,1.5119999999999996,1,-1.3010000000000002,3,-6.7623999999999995,8,5.0504,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-14,-1.9,-0.8999999999999999,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,617,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,0,0,0.0,-0.5745506169396439,-0.0,21,1.6,2.6,4,3,4,2,2,2,2,3,3,3,3,3,3,4,3,5.0,6.0,5.0,5.0,6.0,6.0,4.0,,4.0,4.0,5.0,618,0,2,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,1,1,0.7532,1,0.6564,3,-1.4880000000000004,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,0,White,Off-campus (rent/apartment),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,-6,-1.1,-0.09999999999999998,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,619,0,1,0
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,29,2.4,3.4,3,2,2,3,3,3,2,2,4,3,3,4,3,4,3,3.0,,3.0,3.0,4.0,3.0,6.0,6.0,6.0,6.0,,620,1,3,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,28,2.3,3.3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,621,1,1,0
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,13,3.2376000000000005,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,24,1.9,2.9,3,2,2,3,3,3,4,3,2,3,2,3,2,2,3,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,622,1,2,1
1,8,1.4729999999999999,7,7,0.9551999999999996,0,0,-0.2468,1,0.6564,5,0.5119999999999996,3,0.6989999999999998,23,13.2376,8,5.0504,1,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,13,0.8,1.8,3,2,2,4,3,4,4,4,2,3,3,2,2,2,2,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,623,1,2,1
1,8,1.4729999999999999,7,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,23,13.2376,0,-2.9496,0,White,With family (commuting),Female,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,24,1.9,2.9,2,3,3,2,2,1,1,2,2,2,2,2,2,3,3,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,624,1,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,2,-0.3,0.7,4,3,3,3,2,3,2,3,3,3,3,3,2,3,3,4.0,4.0,4.0,4.0,,5.0,5.0,6.0,5.0,5.0,5.0,625,1,1,0
1,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,6,1.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,With family (commuting),Female,1,0.7518,11,0,0.0,-0.5745506169396439,-0.0,20,1.5,2.5,2,1,2,2,3,3,2,3,3,3,2,2,3,3,2,4.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,626,1,2,1
